Rank,lemma,Frequency_Score,pos,english_definition,example_vi,example_en
1281,usd,4.97,noun,US Dollar currency unit,Một trăm USD là bao nhiêu tiền Việt?,How much is one hundred USD in Vietnamese money?
1282,xâm,4.97,verb,to tattoo; invade,Nó thích đi xâm mình.,He likes getting tattoos.
1283,ủng,4.97,noun,rubber boot,"Mưa to, đi ủng cho khỏi ướt chân.","It's raining hard, wear boots so your feet don't get wet."
1284,bè,4.96,noun,"raft; clique, group",Bọn nó hay tụ tập thành bè.,They often gather into a clique.
1285,city,4.96,noun,"city, urban area",Tối nay ra khu City chơi đi.,Let's go hang out in the City area tonight.
1286,cân,4.96,verb,to weigh; kilogram,Bạn cân hộ tôi mớ rau này với.,Please weigh this bunch of vegetables for me.
1287,cấm,4.96,verb,"to forbid, prohibit",Chỗ này cấm đỗ xe đấy.,Parking is prohibited here.
1288,huynh,4.96,noun,"elder brother (formal, respectful)",Từ giờ huynh chính là đại ca của đệ.,"From now on, you are my big brother."
1289,hứa,4.96,verb,"to promise, pledge",Tôi hứa sẽ về sớm.,I promise to come home early.
1290,kho,4.96,noun,"warehouse, storage",Hàng mới đã về đến kho rồi.,The new goods have arrived at the warehouse.
1291,kịch,4.96,noun,"play, drama; dramatic",Tối nay xem kịch ở Nhà hát Lớn.,"Tonight, let's watch a play at the Grand Theater."
1292,on,4.96,adjective,"on, activated (status)","Máy tính đang on, chưa tắt.","The computer is on, not off yet."
1293,phan,4.96,noun,fan (supporter),Tôi là fan cuồng của đội bóng này.,I'm a crazy fan of this football team.
1294,phạt,4.96,verb,"to fine, punish",Anh ta bị phạt tiền vì đi sai luật.,He was fined for violating the law.
1295,sài,4.96,verb,"to use, spend",Anh ấy sài tiền như nước.,He spends money like water.
1296,sạn,4.96,noun,gravel; hotel (colloquial),Đêm qua tôi ngủ ở sạn đấy.,I slept at the hotel last night.
1297,thoải,4.96,adjective,"comfortable, at ease",Cứ thoải mái như ở nhà nhé.,Just make yourself at home.
1298,tung,4.96,verb,"to throw, release, spread",Anh ấy tung tin đồn thất thiệt.,He spread false rumors.
1299,tần,4.96,noun,"frequency, rate (informal)",Cái này tần có cao không?,Is the frequency/rate of this high?
1300,vẽ,4.96,verb,"to draw, sketch",Nó thích vẽ tranh lắm.,He really likes to draw pictures.
1301,bối,4.95,adjective,"embarrassed, shy, timid",Cậu bé hơi bối khi gặp người lạ.,The boy was a bit shy meeting strangers.
1302,canh,4.95,noun,soup,Mẹ vừa nấu bát canh ngon lắm.,Mom just cooked a very delicious bowl of soup.
1303,góc,4.95,noun,"corner, angle",Có cái gì đó ở góc tường.,There's something in the corner of the wall.
1304,hiến,4.95,verb,"donate, contribute, dedicate",Anh ấy hiến máu tình nguyện.,He voluntarily donated blood.
1305,nhu,4.95,adjective,"soft, gentle, pliable",Cô ấy có giọng nói rất nhu.,She has a very gentle voice.
1306,phán,4.95,verb,"judge, declare, pronounce",Đừng phán người khác vội.,Don't judge others hastily.
1307,răng,4.95,noun,tooth,Tôi bị đau một cái răng.,I have a toothache.
1308,tháp,4.95,noun,"tower, spire","Nhìn kìa, một cái tháp cao.","Look, a tall tower."
1309,top,4.95,adjective,"top-ranking, leading",Cậu ấy là sinh viên top của lớp.,He is the top student in the class.
1310,trú,4.95,verb,"reside, stay, sojourn",Anh ấy trú tạm ở nhà tôi.,He is temporarily staying at my house.
1311,trăm,4.95,numeral,hundred,Giá cái này là một trăm nghìn.,The price of this is one hundred thousand.
1312,trống,4.95,adjective,"empty, vacant",Cái hộp này đang trống không.,This box is completely empty.
1313,túc,4.95,verb,"to stay, reside overnight",Chúng tôi túc lại đây một đêm.,We stay here for one night.
1314,xưa,4.95,adjective,"ancient, old, formerly",Chuyện ngày xưa kể lại.,An old story retold.
1315,biện,4.94,verb,"argue, defend, explain",Anh ấy đang biện cho hành động của mình.,He is defending his actions.
1316,chối,4.94,verb,"deny, refuse",Anh ấy chối không làm việc đó.,He denied doing that.
1317,chợ,4.94,noun,market,Tôi đi chợ mua đồ ăn.,I go to the market to buy food.
1318,khán,4.94,verb,"watch, observe",Hãy khán kĩ các chi tiết.,Observe the details carefully.
1319,lặng,4.94,adjective,"silent, quiet",Mọi người im lặng đi.,Everyone be quiet.
1320,phu,4.94,noun,"laborer, worker",Anh ấy làm phu khuân vác ở chợ.,He works as a porter at the market.
1321,xu,4.94,noun,"cent, penny (coin)",Tôi không có một xu nào.,I don't have a single cent.
1322,đai,4.94,noun,"belt, sash, strap",Anh ấy thắt đai lưng rồi.,He has fastened his belt.
1323,đập,4.94,verb,"to hit, to strike, to smash",Đừng đập cửa mạnh thế.,Don't slam the door so hard.
1324,đốt,4.94,verb,"to burn, to ignite",Mẹ đang đốt rác ngoài vườn.,Mom is burning trash in the garden.
1325,bão,4.93,noun,"storm, typhoon, hurricane",Ngoài trời đang có bão đấy.,There's a storm outside.
1326,chuột,4.93,noun,"mouse, rat; computer mouse",Có con chuột chạy qua kìa.,There's a mouse running by.
1327,chấm,4.93,verb,to dip; to dot,Chấm rau vào nước sốt đi.,Dip the vegetables in the sauce.
1328,cốt,4.93,noun,"bone, essence, core, stock",Nước cốt dừa thơm quá.,The coconut cream smells so good.
1329,gòn,4.93,noun,cotton (material),Áo này làm bằng vải gòn.,This shirt is made of cotton fabric.
1330,james,4.93,proper noun,a male given name,Tên anh ấy là James à?,Is his name James?
1331,khóc,4.93,verb,"to cry, to weep",Con bé đang khóc ầm ĩ.,The little girl is crying loudly.
1332,loan,4.93,proper noun,a female given name,Cô Loan là giáo viên của tôi.,Ms. Loan is my teacher.
1333,lãng,4.93,adjective,"wasteful, extravagant",Đừng lãng phí thức ăn nữa.,Don't waste food anymore.
1334,lăng,4.93,noun,"mausoleum, tomb",Lăng Bác ở Hà Nội đấy.,Uncle Ho's Mausoleum is in Hanoi.
1335,lưới,4.93,noun,"net, mesh, grid",Ông ấy đang giăng lưới bắt cá.,He is casting a net to catch fish.
1336,mẽ,4.93,adjective,"chipped, broken (edge)",Chỗ này bị mẻ rồi.,This spot is chipped.
1337,nhắn,4.93,verb,"to message, to send message",Nhắn tin cho tớ nhé.,"Text me, okay?"
1338,ném,4.93,verb,"to throw, to toss",Đừng ném rác ra đường.,Don't throw trash on the street.
1339,pha,4.93,verb,"to mix, to brew, to dilute","Pha trà đi, bạn ơi.","Brew some tea, my friend."
1340,thảm,4.93,noun,"carpet, rug",Phòng khách có cái thảm đẹp ghê.,The living room has a very beautiful rug.
1341,tròn,4.93,adjective,"round, circular, complete",Cái đĩa này tròn xoe.,This plate is perfectly round.
1342,trứng,4.93,noun,egg,Tôi thích ăn trứng ốp la.,I like eating fried eggs.
1343,tứ,4.93,numeral (classical),"four (formal, Sino-Vietnamese)",Đội của họ đã vào tứ kết.,Their team reached the quarter-finals.
1344,vạn,4.93,numeral (classical),ten thousand (classical),Hàng vạn người đổ về đây.,Tens of thousands of people flocked here.
1345,đinh,4.93,noun,nail; adult male,Đóng cái đinh này vào tường.,Hammer this nail into the wall.
1346,bơi,4.92,verb,to swim,Con cá đang bơi dưới nước.,The fish is swimming in the water.
1347,cỏ,4.92,noun,"grass, weed",Mẹ đang cắt cỏ ngoài vườn.,Mom is mowing the grass in the garden.
1348,dĩ,4.92,particle (classical),"by means of, consequently, already",Dĩ nhiên là tôi biết rồi.,Of course I already know.
1349,gấp,4.92,adjective / adverb / verb,"urgent, quickly; to fold",Anh ấy làm việc rất gấp.,He works very quickly.
1350,lui,4.92,verb,"to retreat, to move back",Cả nhà lùi lại một bước.,The whole family stepped back one step.
1351,ngọt,4.92,adjective,"sweet, sugary",Quả xoài này ngọt lắm.,This mango is very sweet.
1352,nhảy,4.92,verb,"to jump, to dance",Mấy đứa trẻ đang nhảy dây.,The children are jump-roping.
1353,thai,4.92,noun,"fetus, pregnancy",Cô ấy đang mang thai.,She is pregnant.
1354,thuế,4.92,noun,"tax, duty",Chúng tôi phải đóng thuế.,We have to pay taxes.
1355,thẻ,4.92,noun,"card (ID, bank, etc.)",Đừng quên mang theo thẻ nhé.,Don't forget to bring your card.
1356,trốn,4.92,verb,"to hide, to flee",Đứa bé đang trốn tìm.,The child is playing hide-and-seek.
1357,tọa,4.92,verb (classical),to sit (formal),Mời quý khách an tọa.,"Please be seated, distinguished guests."
1358,tụ,4.92,verb,"to gather, to collect",Mấy đứa trẻ tụ tập chơi.,The children gathered to play.
1359,vỏ,4.92,noun,"peel, shell, casing",Vỏ chuối trơn lắm đấy.,Banana peels are very slippery.
1360,đe,4.92,verb,"to threaten, to intimidate",Anh ta cứ đe tôi mãi.,He keeps threatening me.
1361,điệu,4.92,adjective,"Affected, graceful, stylized",Con bé này làm điệu thế.,This girl acts so affected.
1362,đua,4.92,verb,"To race, compete",Chúng mình cùng đua xe nhé.,Let's race bikes.
1363,bạo,4.91,adjective,"Bold, daring, brave","Anh ấy bạo lắm, chẳng sợ gì.","He's very bold, not afraid of anything."
1364,cup,4.91,noun,"Cup, trophy",Tôi uống cà phê bằng cái cup này.,I drink coffee with this cup.
1365,cản,4.91,verb,"To block, obstruct, hinder",Đừng cản đường tôi đi.,Don't block my way.
1366,dũng,4.91,adjective,"Brave, courageous",Anh ấy dũng lắm đấy.,He's very brave.
1367,dư,4.91,adjective,"Excess, surplus, leftover",Ăn xong còn dư nhiều đồ ăn.,"After eating, there's a lot of leftover food."
1368,g,4.91,noun,Gram (unit of mass),Cho tôi 200g thịt bò.,Give me 200 grams of beef.
1369,giàu,4.91,adjective,"Rich, wealthy, affluent",Gia đình anh ấy giàu lắm.,His family is very rich.
1370,giày,4.91,noun,"Shoes, footwear",Tôi cần mua một đôi giày mới.,I need to buy a new pair of shoes.
1371,hô,4.91,verb,"To shout, call out",Mọi người hô vang tên anh ấy.,Everyone shouted his name.
1372,hư,4.91,adjective,"Broken, spoiled, naughty",Cái điện thoại của tôi bị hư rồi.,My phone is broken.
1373,khấu,4.91,verb,"To deduct, withhold",Họ sẽ khấu trừ tiền lương của bạn.,They will deduct your salary.
1374,lam,4.91,noun,Indigo plant or dye,Người ta dùng cây lam để nhuộm vải.,People use indigo plants to dye fabric.
1375,mi,4.91,noun,Eyelash,Cô ấy có hàng mi rất dài.,She has very long eyelashes.
1376,mãn,4.91,adjective,"Completed, expired, full",Hợp đồng của tôi sắp mãn hạn.,My contract is about to expire.
1377,o,4.91,noun,The letter 'O',Chữ 'o' là một nguyên âm.,The letter 'o' is a vowel.
1378,phước,4.91,noun,"Blessing, good fortune",Anh ấy là người có phước.,He is a blessed person.
1379,rãi,4.91,verb,"To scatter, sprinkle, spread",Rãi gạo cho chim ăn.,Scatter rice for the birds to eat.
1380,vong,4.91,verb,"To forget, to lose",Đừng vong ân bội nghĩa.,Don't be ungrateful.
1381,đền,4.91,noun,"Temple, shrine, pagoda",Cuối tuần mình đi đền nhé.,"This weekend, let's go to the temple, okay?"
1382,chừng,4.9,particle,"Approximately, about, around",Chắc khoảng chừng 20 phút nữa.,Probably about 20 more minutes.
1383,dặm,4.9,noun,"Mile, measurement of distance",Từ đây đến đó còn mấy dặm.,It's still a few miles from here to there.
1384,internet,4.9,noun,The global computer network,Mạng internet nhà tôi chậm quá.,My home internet is too slow.
1385,k,4.9,particle,"Abbreviation for 'không' (no, not)",Mày đi k? Tao k đi đâu.,Are you going? I'm not going anywhere.
1386,khuyên,4.9,verb,"To advise, recommend, counsel",Mẹ khuyên con nên học chăm chỉ.,Mom advised me to study hard.
1387,kịp,4.9,adverb,"In time, on time, promptly",Chạy nhanh lên cho kịp giờ.,Run fast to be on time.
1388,mảnh,4.9,noun,"Piece, fragment, small part",Cho tôi một mảnh giấy nhỏ.,Give me a small piece of paper.
1389,ngực,4.9,noun,"Chest, breast, thorax",Anh ấy bị đau ngực.,He has chest pain.
1390,rác,4.9,noun,"Trash, garbage, refuse",Đổ rác đi thôi!,Let's take out the trash!
1391,tha,4.9,verb,"To forgive, pardon, excuse",Mong anh tha lỗi cho em.,I hope you forgive me.
1392,thả,4.9,verb,"To release, let go, drop",Thả con chim ra đi!,Let the bird go!
1393,tiệc,4.9,noun,"Party, feast, banquet",Tối nay có tiệc sinh nhật.,There's a birthday party tonight.
1394,treo,4.9,verb,"To hang, suspend, display",Treo bức tranh này lên tường.,Hang this painting on the wall.
1395,tách,4.9,verb,"To separate, detach, split",Tách hai cái này ra đi.,Separate these two things.
1396,tống,4.9,verb,"To expel, eject, send off",Tống cổ nó ra khỏi đây!,Kick him out of here!
1397,ung,4.9,adjective,"Infected, rotten, malignant",Vết thương bị ung rồi.,The wound has become infected/festering.
1398,đuôi,4.9,noun,Tail (of an animal/object),Con chó có cái đuôi dài.,The dog has a long tail.
1399,đòi,4.9,verb,"To demand, ask for, claim",Nó đòi mẹ mua đồ chơi.,He demanded his mom buy toys.
1400,bám,4.89,verb,"To cling, stick, adhere",Con mèo cứ bám lấy chân tôi.,The cat keeps clinging to my leg.
1401,dày,4.89,unknown,error,,
1402,hiển,4.89,unknown,error,,
1403,kg,4.89,unknown,error,,
1404,lang,4.89,unknown,error,,
1405,ngã,4.89,unknown,error,,
1406,rửa,4.89,unknown,error,,
1407,thịnh,4.89,unknown,error,,
1408,đĩa,4.89,unknown,error,,
1409,đồn,4.89,unknown,error,,
1410,buôn,4.88,unknown,error,,
1411,chánh,4.88,unknown,error,,
1412,cựu,4.88,unknown,error,,
1413,km,4.88,unknown,error,,
1414,kém,4.88,unknown,error,,
1415,phỏng,4.88,unknown,error,,
1416,trà,4.88,unknown,error,,
1417,you,4.88,unknown,error,,
1418,ép,4.88,unknown,error,,
1419,úc,4.88,unknown,error,,
1420,điệp,4.88,unknown,error,,
1421,ạ,4.88,particle,polite affirmation/request marker,"Dạ, vâng ạ.","Yes, sure."
1422,ấm,4.88,adjective,"warm, cozy, comfortable","Trời lạnh, uống nước ấm đi.","It's cold, drink warm water."
1423,ốc,4.88,noun,"snail, conch, screw",Bọn mình đi ăn ốc đi.,Let's go eat snails.
1424,bảy,4.87,numeral,seven,Hôm nay là mùng bảy.,Today is the seventh.
1425,chuỗi,4.87,noun,"chain, string, series",Tôi có một chuỗi hạt.,I have a string of beads.
1426,căng,4.87,adjective,"tense, tight, stressed",Dây đàn này căng quá.,This guitar string is too tight.
1427,dinh,4.87,noun,"palace, grand residence",Dinh Độc Lập rất đẹp.,Independence Palace is very beautiful.
1428,dính,4.87,verb,"to stick, adhere, be stained",Kẹo dính vào răng rồi.,The candy stuck to my teeth.
1429,hoài,4.87,adverb,"constantly, repeatedly; regretfully",Sao em cứ nhớ anh hoài?,Why do I keep missing you?
1430,lôi,4.87,verb,"to drag, pull",Đừng lôi tôi đi nữa.,Don't drag me anymore.
1431,michael,4.87,proper noun,Michael (a name),Michael là bạn thân tôi.,Michael is my best friend.
1432,nhánh,4.87,noun,"branch, twig, tributary",Con chim đậu trên nhánh cây.,The bird perched on a tree branch.
1433,tháo,4.87,verb,"to untie, remove, dismantle",Bạn tháo giày ra đi.,Please take off your shoes.
1434,thằng,4.87,noun,"guy, chap (informal, male)",Cái thằng bé kia nghịch quá!,That little boy is so naughty!
1435,tiếc,4.87,verb,"to regret, pity, feel sorry",Tôi rất tiếc vì chuyện đó.,I'm very sorry about that.
1436,trích,4.87,verb,"to extract, quote, excerpt",Anh ấy trích dẫn một câu.,He quoted a sentence.
1437,tảng,4.87,noun,"slab, block, chunk",Có một tảng đá to.,There's a big rock slab.
1438,world,4.87,noun,world (loanword),FIFA World Cup rất hay.,The FIFA World Cup is very good.
1439,xứng,4.87,verb,"to be worthy, deserve, fit",Anh ấy xứng đáng được thưởng.,He deserves to be rewarded.
